rocket_id,td,original_label,original_nom_sr,original_under_sr,original_over_sr,new_label,new_nom_sr_15seed,new_under_sr_15seed,new_over_sr_15seed,new_robustness_15seed,label_flipped,best_Kp,best_Kd
R1412,105.16695597230049,EASY,1.0,1.0,1.0,EASY,1.0,1.0,1.0,1.0,0,215.01,1.0
R1802,277.6694103490017,EASY,1.0,1.0,1.0,EASY,1.0,1.0,1.0,1.0,0,250.9,1.0
R0864,297.6144442048734,EASY,1.0,1.0,1.0,MARGINAL,0.6666666666666666,1.0,0.8666666666666667,1.0,1,70.18,1.0
R0882,165.3954879637359,EASY,1.0,1.0,1.0,EASY,1.0,1.0,1.0,1.0,0,50.74,1.0
R2055,160.428203909216,EASY,1.0,1.0,1.0,EASY,1.0,1.0,0.8666666666666667,1.0,0,50.74,1.0
R1994,111.27942591285174,EASY,1.0,1.0,1.0,EASY,1.0,1.0,1.0,1.0,0,252.87,1.0
R1936,101.12673952197834,EASY,1.0,1.0,1.0,EASY,1.0,1.0,1.0,1.0,0,31.43,1.0
R1422,172.681499823234,EASY,1.0,1.0,1.0,EASY,0.9333333333333333,1.0,0.8,1.0,0,43.14,1.0
R1088,135.01990222668329,EASY,1.0,1.0,1.0,EASY,1.0,1.0,1.0,1.0,0,182.82,1.0
R0522,216.8522999839436,EASY,1.0,1.0,1.0,EASY,1.0,1.0,1.0,1.0,0,320.0,1.0
R1951,112.68889703068707,EASY,1.0,1.0,1.0,EASY,1.0,1.0,0.9333333333333333,1.0,0,133.21,1.0
R1350,248.91027419429568,EASY,1.0,1.0,1.0,EASY,1.0,1.0,1.0,1.0,0,132.17,1.0
R0130,100.2223417295385,EASY,1.0,1.0,1.0,EASY,1.0,1.0,0.9333333333333333,1.0,0,24.65,1.0
R1154,194.27099759583024,EASY,1.0,1.0,1.0,EASY,1.0,1.0,1.0,1.0,0,168.58,1.0
R2254,145.028787377672,EASY,1.0,1.0,1.0,EASY,1.0,1.0,1.0,1.0,0,59.21,1.0
R0709,120.15969202344482,EASY,1.0,1.0,1.0,EASY,0.9333333333333333,1.0,0.9333333333333333,1.0,0,88.81,1.0
R1312,114.5730498461068,EASY,1.0,1.0,1.0,EASY,1.0,1.0,1.0,1.0,0,252.87,1.0
R0699,130.35799209633544,EASY,1.0,1.0,1.0,EASY,1.0,1.0,0.9333333333333333,1.0,0,133.21,1.0
R1593,137.88075071351685,EASY,1.0,1.0,1.0,EASY,1.0,1.0,1.0,1.0,0,215.01,1.0
R1159,122.41554302638883,EASY,1.0,1.0,1.0,EASY,1.0,1.0,0.9333333333333333,1.0,0,81.89,1.0
R2246,137.65119366916176,EASY,1.0,1.0,1.0,EASY,1.0,1.0,1.0,1.0,0,96.31,1.0
R0028,411.8370450147294,EASY,1.0,1.0,1.0,FRAGILE,1.0,1.0,0.6666666666666666,0.6666666666666666,1,113.27,1.0
R0432,143.74605132208225,EASY,1.0,1.0,1.0,EASY,1.0,1.0,1.0,1.0,0,168.58,1.0
R0354,235.4466984986432,EASY,1.0,1.0,1.0,EASY,1.0,1.0,1.0,1.0,0,59.21,1.0
R0884,109.44568362400075,EASY,1.0,1.0,1.0,EASY,1.0,1.0,0.8666666666666667,1.0,0,31.43,1.0
